"V1" "V2" "V3"
"1" 0.184902620601997 0.180464401842806 0.217613377634153
"2" 0.109673547646338 0.111783901283522 0.0920755357441593
"3" 0.188460535290809 0.189596050236243 0.154241792599437
"4" 0.215202743449183 0.214704351978686 0.228060120459572
"5" 0.132625171296232 0.137078724353315 0.127155747081347
"6" 0.17067593990916 0.168605953405844 0.182807995645332
"7" 0.280103331078287 0.276381249843985 0.266697181683261
"8" 0.557849520100002 0.531516827279046 0.454772631903037
"9" 0.112764980322119 0.161360939873581 0.176701357073198
"10" 0.460827147614732 0.41768025603413 0.452262462719475
"11" 0.439833629097997 0.36515722361492 0.339993957411359
"12" 0.535038720320323 0.520576457907478 0.54515288840018
"13" 0.344408548388151 0.258909140534224 0.223528586832872
"14" 0.452917329104901 0.438642613068737 0.400325912073727
"15" 0.260903743801723 0.253676007070863 0.205369180749113
"16" 0.255532375448075 0.242305195101946 0.28051941991824
"17" 0.581377798968576 0.616509936712758 0.614468450002824
"18" 0.0108485523180754 0.00506321862781511 0.0356425577773069
"19" 0.133418099914853 0.144247777001371 0.138142871999153
"20" 0.0327904917437779 0.0511794522930005 0.103350010430279
"21" 0.0505071975529676 0.073489077011367 0.0836910116378303
"22" 0.497140504668427 0.556103900680752 0.498389947856603
"23" 0.464306798110539 0.464041357370262 0.534211707431025
"24" 0.180882079559994 0.167591367708366 0.146610539245054
"25" 0.265472916125697 0.157072104866707 0.210061360538661
"26" 0.22304021466671 0.155357634641056 0.15470782163571
"27" 0.442784758871326 0.402300996688202 0.356460672545546
"28" 0.0913014008963688 0.155949722547006 0.170997745700819
"29" 0.762802287064052 0.752541657266128 0.761342830452012
"30" 0.704741927935698 0.739377536824782 0.66319032682799
"31" 0.133821087126927 0.111010101121408 0.0783786326030599
"32" 0.412131559917254 0.429405171114358 0.382922482269495
"33" 0.178314653193327 0.170172281692294 0.205989671557516
"34" 0.120811744270951 0.128187545979349 0.182822932192828
"35" 0.453906577225304 0.460833780183779 0.498816156188768
"36" 0.121187417122438 0.119071568509606 0.11262194312844
"37" 0.44693348457993 0.470647202635856 0.325930297578401
"38" 0.202715872449018 0.217426338871228 0.237948817663117
"39" 0.100096206074875 0.0793263278614487 0.270749976201034
"40" 0.204414149514959 0.196268954313625 0.192088622954334
"41" 0.17976695033635 0.188758324581904 0.141316470491675
"42" 0.213747222510323 0.216543236406445 0.240458102920081
"43" 0.227404542007419 0.198956203399568 0.177432348915835
"44" 0.196288762204218 0.156328755358069 0.133649547041106
"45" 0.345362890225438 0.372044584415397 0.240383286555015
"46" 0.0605828560914721 0.0534556763724738 0.194955140776402
"47" 0.0818295017898826 0.0780045593661094 0.183335246104054
"48" 0.413317050767391 0.402354623829584 0.274319602860756
"49" 0.142393300224135 0.134399051580178 0.154645310140735
"50" 0.079346595440325 0.0612911941657671 0.126274462742809
"51" 0.191847670382803 0.205401523003021 0.135190708822299
"52" 0.329620811326488 0.325253509434943 0.309984620019956
"53" 0.154111880957442 0.146576152618869 0.0854610797005435
"54" 0.242538408448899 0.220056619651468 0.302896595908338
"55" 0.384114871562384 0.33417674989536 0.352193990263661
"56" 0.658829404251145 0.657155630936872 0.542947829624369
"57" 0.0629502734942659 0.062218752856339 0.121965478877296
"58" 0.424749860829383 0.389846104192252 0.471021710566004
"59" 0.245760525477269 0.198776042736326 0.254125964236183
"60" 0.113866651495981 0.100644356414777 0.14679115359882
"61" 0.231963614837373 0.205419369170096 0.245236645096176
"62" 0.0397811200199642 0.0313369195143728 0.03878112
"63" 0.157176014897232 0.137591675738457 0.115229747422636
"64" 0.116469983761729 0.120742840426388 0.173732896434013
"65" 0.142730713552129 0.130598700585012 0.161970578838088
"66" 0.184119656620622 0.170398455735937 0.101770976822873
"67" 0.0768372057052104 0.079263243620525 0.170189391219354
"68" 0.104278290196352 0.0806490488437088 0.143483742611264
"69" 0.327048223583085 0.264307692583059 0.247816214843755
"70" 0.140879499145084 0.148176343683973 0.143635220667182
"71" 0.289782407483778 0.263149127663255 0.333701903484775
"72" 0.160653230449311 0.159637208104201 0.105150366295458
"73" 0.114346382033233 0.100370832744326 0.108698501292484
"74" 0.274259526980989 0.226706545344743 0.296333761609058
"75" 0.485628949570881 0.433894069192046 0.416081196090991
